Access_No,Title,Authors,Department,Rack_No,Matching_Access_No
10295,Divine light from Adi chunchanagiri,"Swamy, Balagangadharanath",General,N/A,N/A
10296,One world family,,General,N/A,N/A
10297,Life and origin of the Universe,Singh T D,General,N/A,N/A
10298,Siri sampada - 2 (Rangashala) Report of the RRC si,"Bhat, Thirumaleshwara N",General,N/A,N/A
10299,Ultimate success discourses on spirituality,"Swami, Ramakrishnanda puri",General,N/A,N/A
103,Engineering Mathematics - II,Ramamurthy K and Qureshi A,Mathematics,N/A,N/A
1030,First year workshop lab manual,"Vee Ess (Shivaraj, V)",Physics,N/A,N/A
10300,Mata Amritanandamayi: a biography,Swami Amriteswarupananda,General,N/A,N/A
10301,Jack Kerouac on the road,,General,N/A,N/A
10302,Science and spirituality and nature of reality,"Penrose, Sir Roger & Singh T D",General,N/A,N/A
10303,Seven noble laureates on science and spirituality,Bhakshivarappa & Damodarswamy,General,N/A,N/A
10304,Essays on sciene and religion,Singh T D,General,N/A,N/A
10305,Games of wisdom,Ramachandra Y,General,N/A,N/A
10306,eighteenth elephant: Udayavani experiment in devel,"Daitota, IKshwar & Sanjay B P",General,N/A,N/A
10307,Prayer: the call of the soul,Sri Sri Ravishankar,General,N/A,N/A
10308,"Jvara: the diagnosis, simptomatology and treatment",Sudarshan S R,General,N/A,N/A
10309,Unity is peace,Sri Mata Amritanandamayi,General,N/A,N/A
1031,Step-by-step engineering drawing,"Vee Ess (Shivaraj, V)",Mechanical,N/A,N/A
10310,Lord Mahavira: Omniscient teacher of truth,Pragwat R B,General,N/A,N/A
10311,Glory of jainism,Pragwat R B,General,N/A,N/A
10312,Visnu-sahasra-nama: a study,Mahadevan T M P,General,N/A,N/A
10313,For my children: the teaching of her holiness Sri ,Sri Amritanandamayi,General,N/A,N/A
10314,Answer to basic spiritual questions of sadhaks,Swami Shantanandapuri,General,N/A,N/A
10315,Answer to basic spiritual questions of sadhaks,Swami Shantanandapuri,General,N/A,N/A
10316,Answer to basic spiritual questions of sadhaks,Swami Shantanandapuri,General,N/A,N/A
10317,Sahajmarga Saadhana: natural way to god realisatio,,General,N/A,N/A
10318,Brochure on SriJambukeshwara Akhilandeswari temple,Shanmugham,General,N/A,N/A
10319,Traffic engineering handbook,"Evans, Henry K",Mechanical,N/A,N/A
1032,Step-by-step engineering drawing,"Vee Ess (Shivaraj, V)",Mechanical,N/A,N/A
10320,Without fear or favour: an autobiography,"Singh, Joginder",General,N/A,N/A
10321,Essentials of Karnataka folklore,"Ramakrishna, H A & Nage Gowda ",General,N/A,N/A
10322,language of heart,"Clark, Jidith  S & Puzone, Joe",General,N/A,N/A
10323,way back home,"Clark, Jidith S & Puzone, Joe",General,N/A,N/A
10324,Sahaj Marga saadhana: natural way to God realisati,,General,N/A,N/A
10325,Sahaj Marga saadhana: natural way to God realisati,,General,N/A,N/A
10326,Sahaj Marga saadhana: natural way to God realisati,,General,N/A,N/A
10327,Sahaj Marga saadhana: natural way to God realisati,,General,N/A,N/A
10328,Sahaj Marga saadhana: natural way to God realisati,,General,N/A,N/A
10329,Role of the abhyasi in sahajmarg,,General,N/A,N/A
1033,Step-by-step engineering drawing,"Vee Ess (Shivaraj, V)",Mechanical,N/A,N/A
10330,Role of the abhyasi in sahajmarg,,General,N/A,N/A
10331,Role of the abhyasi in sahajmarg,,General,N/A,N/A
10332,Important temples of Kerala with route map to Saba,,General,N/A,N/A
10333,May your hearts blossom,Sri Sri Amritanandamayi Devi,General,N/A,N/A
10334,Answers to basic spiritual questions of sadhaks,Swami Shantanandapuri,General,N/A,N/A
10335,Life and spiritual evolugtion,Singh T D,General,N/A,N/A
10336,Role of the abhyasi in sahaj marg,Ramchandra Mission,General,N/A,N/A
10337,Wild flowers of kodagu,Ananda Rao T,General,N/A,N/A
10338,Vegetarian food and jain conduct,"Bharill, Hukam & Chand",General,N/A,N/A
10339,Vegetarian food and jain conduct,"Bharill, Hukam & Chand",General,N/A,N/A
1034,Step-by-step engineering drawing,"Vee Ess (Shivaraj, V)",Mechanical,N/A,N/A
10340,Punjab: the knights of falsehood,Gill K P S,General,N/A,N/A
10341,"information technology act, 2000","Khanderi, Shankar",General,N/A,N/A
10342,"Mapping India's children: Unicef action",UNICEF,General,N/A,N/A
10343,"Wheel of change, children and young people's parti",UNICEF,General,N/A,N/A
10344,"state of the World's children 2005",UNICEF,General,N/A,N/A
10345,Orientation manual for physical education teachers,Department of youth services a,General,N/A,N/A
10346,When every children counts - engaging the undeserv,UNICEF,General,N/A,N/A
10347,critical leap to polio eradication in India,UNIEF,General,N/A,N/A
10348,Investing in children securing our future: a South,UNICEF,General,N/A,N/A
10349,Facts for life,UNICEF,General,N/A,N/A
1035,Step-by-step engineering drawing,"Vee Ess (Shivaraj, V)",Mechanical,N/A,N/A
10350,Examples of inclusive education,UNICEF,General,N/A,N/A
10351,"We, the children meeting the promises of the World","Annan, Kofi A",General,N/A,N/A
10352,Panchabhuta concept in vaaqstu architectonics,Nandish S N,General,N/A,N/A
10353,Prof. B.N. Chandraiah felicitation volume: Indian ,"Gowda, Javare ed.",General,N/A,N/A
10354,short oxford history of english literature,"Sanders, Andrew",General,N/A,N/A
10355,Rhyme and rhythm,"Suryanarayan, V",General,N/A,N/A
10356,Essays on modern kannada literature,Annur G S,General,N/A,N/A
10357,Sarvagnar uraippa,"Iraiyadiyan, ed.",General,N/A,N/A
10358,Press council of India,Simbaras,General,N/A,N/A
10359,Sathsanga sumana - spiritual articles relating to ,"Samiji, Anant Kumar",General,N/A,N/A
1036,Dewey Decimal Classification,Dewey Melvil,General,N/A,N/A
10360,Veena venkatagiriyappa,Doreswamy R N,General,N/A,N/A
10361,Nindarilli Govindpai - a historical account of the,Haridasa Bhat K S,General,N/A,N/A
10362,Shree chaarushree chintana,,General,N/A,N/A
10363,Sakhahar: in the context of jain philosophy,Hukum Chand Bharil,General,N/A,N/A
10364,Bhagavan mahaveer in the context of present,"Bharati, Manohar",General,N/A,N/A
10365,Jagat Mein dharamsarvopari hai - mahapurushoki van,"Jain, Kewal chand",General,N/A,N/A
10366,Bhagwan mahavir 2600th janm kalyanak mahotsav,,General,N/A,N/A
10367,Shree prabhuvandan - aarti & bhajan vandana,"Swami, Kedharnath",General,N/A,N/A
10368,Ahimsha - Mahaveer ki dristi mein,"Bhari, Hukum Chand",General,N/A,N/A
10369,Trithankar - Bhagwan Mahavir,"Bhari, Hukum Chand",General,N/A,N/A
1037,Dewey Decimal Classification,Dewey Melvil,General,N/A,N/A
10370,Vithragi vyakthithva - Bhagwan Mahaveer,"Bhari, Hukum Chand",General,N/A,N/A
10371,Biochemistry,"Pawar, C B & Chatwal G R",Biotechnology,N/A,N/A
10372,"Pharmaceutical chemistry - inorganic, vol-1","Chatwal, G R",Biotechnology,N/A,N/A
10373,Biophysical Chemistry : Principles and Techniques,"Upadhyay Avinash, Upadhyay Kak",Biotechnology,N/A,N/A
10374,Text book of ecology and environment: based on UGC,Joshi P C & Joshi Namitha,Biotechnology,N/A,N/A
10375,Biophysical Chemistry : Principles and Techniques,"Upadhyay Avinash, Upadhyay Kak",Biotechnology,N/A,N/A
10376,Embedded Microcomputer Systems: Real time interfac,"Valvano, Jonothan W.",Computer Science,N/A,N/A
10377,Gate 2006 Question Papers,Indian Istitute of Science,General,N/A,N/A
10378,Distributed operating Systems,"Tanenbaum, Andrew S",Computer Science,N/A,N/A
10379,Fundamentals of Database Systems,"Elmasri, Ramez and Others",Computer Science,N/A,N/A
1038,Dewey Decimal Classification,Dewey Melvil,General,N/A,N/A
10380,Multimedia Communications,Halsall Fred,Computer Science,N/A,N/A
10381,JAVA How to program,Deitel H M. and Deitel P J,Computer Science,N/A,N/A
10382,Bioinformatics Compting,"Bergeron, Bryan",Computer Science,N/A,N/A
10383,Unified Modeling Language User Guide,"Booch, Grady., Rambaugh, James",Computer Science,N/A,N/A
10384,Introduction to Unix and Shell Programming,Venkateshmurthy M G,Computer Science,N/A,N/A
10385,Maya Bible,"Spadaro, Joe and Kim,Don",Computer Science,N/A,N/A
10386,Multimedia Systems Design,"Andleigh, Prabath K and Thakra",Computer Science,N/A,N/A
10387,System Simulation,"Gordon, Geoffery",Computer Science,N/A,N/A
10388,Data communication and networking,"Forouzan, Behrouz A",Computer Science,N/A,N/A
10389,SQL PL SQL The Programming Language of Oracle,Bayross Ivan,Computer Science,N/A,N/A
1039,Dewey Decimal Classification,Dewey Melvil,General,N/A,N/A
10390,Visual Basic 6. Programming Black book,"Holzner, Steven",Computer Science,N/A,N/A
10391,Advanced Microprocessors and Pheripherals: Archite,"Ray, Ajay Kumar and Bhurchandi",Computer Science,N/A,N/A
10392,Grid Computing,"Joseph, Toshy. and Fellnstein,",Computer Science,N/A,N/A
10393,CMM in practice: Process ofr excuting software pro,"Jolete, Pankaj",Computer Science,N/A,N/A
10394,"Rational Unified Process Made esy: A practioner's ","Kroll, Per and Kruchten, Phili",Computer Science,N/A,N/A
10395,Mobile IP V 6:Mobility in a wireless Internet.,"Soliman, Herham",Computer Science,N/A,N/A
10396,Embedded Software Primer,"Simon, David E",Computer Science,N/A,N/A
10397,Introduction to Algorithms,"Cormen, Thomas H & Others",Computer Science,N/A,N/A
10398,Discrete Event System System Symulation,"Banks, Jerry and others",Computer Science,N/A,N/A
10399,Introduction to Bio-informatics,"Atwood,Teresa K and Parry-Smit",Computer Science,N/A,N/A
104,Engineering Mathematics - II,Ramamurthy K and Qureshi A,Mathematics,N/A,N/A
1040,Mechanical engineering science: for first and seco,"Hegde, R.K. & Kakkeri, Srishai",Mechanical,N/A,N/A
10400,Data Mining,"Adrians, Pieter. and Zantinge,",Computer Science,N/A,N/A
10401,"Neural Networks: Algorithms, Applications and Prog","Freeman, James A and Skpura, D",Computer Science,N/A,N/A
10402,Data Mining: Introductory and Advanced Topics,"Dunham, Margaret and Sridhar S",Computer Science,N/A,N/A
10403,Unix Network Programming the Sockets Netwoking API,"Stevens  Richard W, Fenner Bil",Computer Science,N/A,N/A
10404,Unix Network Programming Interprocess communicatio,Stevens Richard W,Computer Science,N/A,N/A
10405,Genetic algorithms in search optimization and Mach,"Goldgerh, David E",Computer Science,N/A,N/A
10406,Fundamentals of Embedded Software,"Lewis, Daniel W",Computer Science,N/A,N/A
10407,Data Structures with JAVA,"Hubbard, John R and Huray, Ani",Computer Science,N/A,N/A
10408,Parallel and distributed programming using C++,"Hughes, Cameron & Hughes, Trac",Computer Science,N/A,N/A
10409,The 8051 microcontroller and embedded systems usin,"Mazidi, Muhammad Ali & Mazidi,",Computer Science,N/A,N/A
1041,Engineering Mathematics - I,"Rudraiah N, Shiva Kumar B S an",Mathematics,N/A,N/A
10410,Embedded microcontrollers,"Morton, Todd D",Computer Science,N/A,N/A
10411,Cryptography and network security principles and p,Stallings William,Computer Science,N/A,N/A
10412,Programming languages,"Sethi, Ravi",Computer Science,N/A,N/A
10413,Visual Basic .Net : How to program,"Deitel H M, Deitel P J & Nieto",Computer Science,N/A,N/A
10414,Server Side Javascript : Developing integrated web,"Husted, Robert and Kuslich J J",Computer Science,N/A,N/A
10415,SAP - BW : A step by step guide,"Fu, Biao & Henry",Computer Science,N/A,N/A
10416,Wireless communications and networks,"Stallings, William",Computer Science,N/A,N/A
10417,Multimedia systems,"Buford, Koegel John F",Computer Science,N/A,N/A
10418,Data warehousing in the real world: A practical gu,"Anahory, Sam & Murray, Dennis",Computer Science,N/A,N/A
10419,Pervasive computing : Technology and architecture ,"Burkhardt, Jochen & others",Computer Science,N/A,N/A
1042,Text book of transformers and induction machines,"Gangadhara Rao,K.K",Electrical,N/A,N/A
10420,C++ programming language,"Stroustrup, Bjarne",Computer Science,N/A,N/A
10421,Computer system architecture,"Mano,M Morris",Computer Science,N/A,N/A
10422,"Advanced computer architecture : Parallelism, scal","Hwang, Kai & Jotwani, Naresh",Computer Science,N/A,N/A
10423,Data structures and algorithms,"Aho, Alfred V and Others",Computer Science,N/A,N/A
10424,Computer graphics : Principles and practice,"Foley, James D & others",Computer Science,N/A,N/A
10425,A VHDL primer,"Bhasker, J",Computer Science,N/A,N/A
10426,Fundamentals of Multimedia,"Li, Ze-Nian and Drew,Mark S",Computer Science,N/A,N/A
10427,"ATM Networks : Concepts, protocols, applications","Handel, Rainer, Huber, Manfred",Computer Science,N/A,N/A
10428,"Intel microprocessors: 8086/8088, 80186/80188,8028","Brey, Barry B",Computer Science,N/A,N/A
10429,Introduction to VLSI design,"Fabricius, Eugene D",Electronics,N/A,N/A
1043,Text book of electrical sciences for I year B.E.,"Rao, M.V.",Electrical,N/A,N/A
10430,Elements of power system analysis,"Stevenson, William D",Electrical,N/A,N/A
10431,Automatic control systems,"Kuo, Bejnamin C",Electrical,N/A,N/A
10432,"Power electronics: Circuits, devices and applicati","Rashid,Muhammad.H",Electrical,N/A,N/A
10433,First Course on Electrical Drives,Pillai S.K.,Electrical,N/A,N/A
10434,Electric Drives,"De, Nisit.K., Sin, Prasanta K",Electrical,N/A,N/A
10435,Microcomputer Engineering,"Miller, Gene H",Electrical,N/A,N/A
10436,"Microprocessor architecture, programming and appli","Gaonkar, Ramesh S",Electrical,N/A,N/A
10437,Op-Amps and linear integrated circuits,"Gayakwad, Ramakant A",Electrical,N/A,N/A
10438,Introduction to Digital Signal Processing,"Johnson, Johnny R",Electrical,N/A,N/A
10439,"Digital signal processing : Principles, algorithms","Proakis, John G & Manolakis, D",Electrical,N/A,N/A
1044,Strength of materials,Raghupathi  K,Civil,N/A,N/A
10440,Engineering electromagnetics,"Hayt,William.H & Buck,John.A",Electrical,N/A,N/A
10441,Electrical power systems,"Wadhwa, C L",Electrical,N/A,N/A
10442,Network analysis,"Valkenburg,M.E.Van",Electrical,N/A,N/A
10443,Modern electronic instrumentation amd measurement ,"Helfrick, Albert D & Cooper, W",Electrical,N/A,N/A
10444,High Voltage Engineering,"Wadhwa, C L",Electrical,N/A,N/A
10445,Networks and systems,"Choudhury,D.Roy",Electrical,N/A,N/A
10446,Digital systems: principles and applications,"Tocci, R.J. & Widmer, N.S.",Electrical,N/A,N/A
10447,Modern control engineering,"Ogata, Katsuhika",Electrical,N/A,N/A
10448,Integrated electronics: analog and digital circuit,"Millman, Jacob & Halkias, Chri",Electrical,N/A,N/A
10449,Electronic devices and circuit theory,"Boylestad, R.L. & Nashelsky, L",Electrical,N/A,N/A
1045,Digital logic and computer design,"Mano,M Morris",Computer Science,N/A,N/A
10450,Digital communications,"Haykin, Simon",Electronics,N/A,N/A
10451,Electromagnetic waves and radiating systems,"Jordan, E.C. & Balmain K.G.",Electronics,N/A,N/A
10452,Satellite communications,"Roddy, Dennis",Electronics,N/A,N/A
10453,Satellite communications,"Pratt, Timothy.  Bostian, Char",Electronics,N/A,N/A
10454,C++,"Johnston, Barbara",Electronics,N/A,N/A
10455,High-performance communication networks,"Warland, Jean & Varaiya, Pravi",Electronics,N/A,N/A
10456,Embedded system design : A unified hardware / soft,"Vahid, Frank and Givargis, Ton",Electronics,N/A,N/A
10457,Microwave engineering,"Pozar, David M",Electronics,N/A,N/A
10458,Microwave devices and circuits,"Liao, Samuel Y",Electronics,N/A,N/A
10459,Electronic communication systems,"Kennedy, G & Davis, B",Electronics,N/A,N/A
1046,Digital logic and computer design,"Mano,M Morris",Computer Science,N/A,N/A
10460,Embedded Software Primer,"Simon, David E",Electronics,N/A,N/A
10461,Fundamentals of digital logic with VHDL design,"Brown, Stephen and Vranesic, Z",Electronics,N/A,N/A
10462,Antennas for all applications,"Kraus, John D and Marhefka, Ro",Electronics,N/A,N/A
10463,Digital systems design using VHDL,"Roth, Charles H",Electronics,N/A,N/A
10464,Digital signal processing,"Venkataramani,B & Bhaskar",Electronics,N/A,N/A
10465,Digital signal processing,"Singh, Avatar & Srinivasan S",Electronics,N/A,N/A
10466,Optical fiber communications,"Keiser, Gerd",Electronics,N/A,N/A
10467,A VHDL primer,"Bhasker, J",Electronics,N/A,N/A
10468,Digital communications : Fundamentals and applicat,"Sklar, Bernard and Ray, Pabitr",Electronics,N/A,N/A
10469,Digital signal processing : A practical approach,"Ifeacher, Emmanuele, & Jervis ",Electronics,N/A,N/A
1047,Digital logic and computer design,"Mano,M Morris",Computer Science,N/A,N/A
10470,Computer Networking,Kurose James F and Ross Keith ,Information Science,N/A,N/A
10471,Java extreme programming cookbook,"Burke, Eric M & Coyner, Brian ",Information Science,N/A,N/A
10472,Complete reference to Linux,"Peterson, Richard L",Information Science,N/A,N/A
10473,Lex and Yacc,"Levine,John.R;Mason,Tony & Bro",Information Science,N/A,N/A
10474,J2ME in a nutshell : A desktop quick reference,"Topley, Kim",Information Science,N/A,N/A
10475,Advanced Microprocessors and Pheripherals: Archite,"Ray, Ajay Kumar and Bhurchandi",Information Science,N/A,N/A
10476,Computer Networks,Tanenbaum Andrew S,Information Science,N/A,N/A
10477,File structures: an object oriented approach with ,"Folk, Michael J & others",Information Science,N/A,N/A
10478,Communication Networks,Garcia Alberto Leon and Widjal,Information Science,N/A,N/A
10479,Programming languages,"Sethi, Ravi",Information Science,N/A,N/A
1048,Digital logic and computer design,"Mano,M Morris",Information Science,N/A,N/A
10480,Data structures using C and C++,"Langsam Yedidyah, Moshe J Auge",Information Science,N/A,N/A
10481,Data structures and algorithm analysis in C,"Weiss, Mark Allen",Information Science,N/A,N/A
10482,"Intel microprocessors: 8086/8088, 80186/80188,8028","Brey, Barry B",Information Science,N/A,N/A
10483,"Integrated approach to software engineering,","Jalote, Pankaj",Information Science,N/A,N/A
10484,Eclipse IDE pocket guide,Burnette Editor,Information Science,N/A,N/A
10485,Junit pocket guide,"Beck, Kent",Information Science,N/A,N/A
10486,Programming Java Application Eclipse,"Holzner, Steve",Information Science,N/A,N/A
10487,Hibernate a developers notebook,"Elliott, James",Information Science,N/A,N/A
10488,Jakarta Struts cookbook,"Siggelkow, Bill",Information Science,N/A,N/A
10489,Head First JAVA EJB,"Sierra, Kathy & Bates, Bert",Information Science,N/A,N/A
1049,Digital logic and computer design,"Mano,M Morris",Information Science,N/A,N/A
10490,Programming C #,"Liberty, Jess",Information Science,N/A,N/A
10491,Software project management,"Hughes, Bob, Cotterell, Mike",Information Science,N/A,N/A
